id,keyword,location,text,target
13783,,,"De gemiddelde Mozambikaan is verantwoordelijk voor 0,31 ton uitstoot aan CO2 per jaar .",nee
11942,,,De gepensioneerde Heemstedenaar vindt dat zijn stad geen tijd te verliezen heeft met de energietransitie .,ja
25167,,,De getallen bij drie windmolens ( 791 hectare ) en nul turbines ( 814 hectare ) liggen dicht bij elkaar .,nee
22426,,,"De GGD stelt nu dat het ook volstrekt onduidelijk is wat het met de luchtkwaliteit doet . , , De ervaringen met grootschalige biomassa zijn beperkt .",ja
20144,,,"De giftige stof SF6 komt niet voor in het klimaatakkoord , ondanks dat tientallen jaren geleden al werd geconstateerd dat SF6 bestreden moet worden .",ja
11444,,,"De groei van zonne-energie zal vooral plaatsvinden op miljoenen daken van particuliere huizen , kantoorgebouwen en fabrieken .",nee
22398,,,De grootste zorgen zijn er rond biomassa .,ja
13062,,,De handelsgigant investeert tegenwoordig miljarden in niet fossiele energiebronnen en wil ﾑ een wereldspeler ﾒ worden op het gebied van de energietransitie .,ja
15613,,,"De Hemwegcentrale - die jaarlijks 3,3 megaton CO2 uitstoot - is daarvan de eerste .",nee
7588,,,De Hoge Raad heeft de staat veroordeeld tot het verminderen van de CO2 uitstoot volgend jaar met 25 % ten opzichte van 1990 .,ja
24840,,,De huidige situatie met houtstook is ook slecht voor de biodiversiteit .,ja
11481,,,"De intentie is om uiteindelijk geen fossiele brandstoffen meer nodig te hebben en ' groen gas ' , biogas of waterstof te gebruiken .",ja
15992,,,De investeringen in fossiele energie gingen vooral naar gas .,ja
20961,,,De kerncentrale in Lingen is ��n van de laatste kerncentrales in Duitsland en zal in 2022 worden gesloten .,ja
5957,,,De klant kan kiezen voor een waterstof - of een batterij variant .,nee
3125,,,De koers van het bedrijf dat funderingen maakt voor windturbines op zee staat licht lager .,nee
11378,,,De kolencentrales die openblijven draaien van december tot februari op 80 procent van hun capaciteit .,nee
23436,,,De komende tien jaar verrijzen er in de Noordzee meer dan duizend grote windmolens .,nee
14299,,,De kosten zijn hoog : bij aardwarmte gaat het al snel om projecten van tientallen miljoenen .,nee
11916,,,"De krapte op het stroomnet speelt al het langst in Groningen en Drenthe , waar veel grootschalige zonneparken verrijzen omdat de grond daar het goedkoopst is .",nee
4596,,,De laatste twee vooral uit vrees dat de Europese klimaatambities het gebruik van de kernenergie onmogelijk zouden maken .,ja
26723,,,De landbouwwoordvoerder zei op 9 september dat de regeringspartij de Nederlandse veestapel wil halveren om zo de uitstoot van stikstof sterk te laten afnemen .,ja
12510,,,De ledlampen gaan er voor zorgen dat de CO2 uitstoot aanzienlijk daalt .,nee
4466,,,De leiders waren het ook eens dat elke lidstaat zelf over haar energiemix en geschikte technologie�n om de CO2 uitstoot te verminderen beslist .,ja
25748,,,"De lichtgewicht , krachtige en oplaadbare li ionbatterij zit bijvoorbeeld in mobiele telefoons en laptops , maar ook in elektrische auto 's .",nee
16105,,,"De lidstaten hebben dit voorstel , eveneens onderdeel van de nieuwe energiestrategie , goedgekeurd .",ja
20667,,,"De lokale energieco�peratie , waar hij voorzitter van is , bestaat pas een jaar en nu al heeft het dorp zijn eigen zonnepark .",nee
7394,,,"De luchtvaartsector valt niet onder het Parijse klimaatakkoord , dat voorschrijft dat er in 2050 geen CO2 uitstoot meer mag zijn .",ja
4788,,,"De maatregelen in het plan beogen een klimaatneutrale Europese Unie in 2050 , wat inhoudt dat de netto uitstoot van broeikasgassen tegen die tijd tot nul moet zijn teruggebracht .",ja
19114,,,De maatregelen leiden naar verwachting in 2030 tot een CO2 uitstoot die 43 tot 48 procent lager is dan in 1990 .,nee
15263,,,"De man die zijn politieke carri�re begon als een soort Don Quichot die met zijn UKIP paard de machtige windmolens van de EU bleef bestormen , eindigt langs de politieke zijlijn .",ja
26592,,,De man uit Meeden in Groningen wordt verdacht van het sturen van dreigbrieven aan bouwers van windmolens .,ja
11576,,,"De meeste co�peratieve zonprojecten zijn op daken , maar ook het aantal grootschalige zonneparken op land neemt toe .",nee
19528,,,De mensen die het land willen volbouwen met hoge windmolens en zonnepanelen .,ja
22199,,,"De motie die de gemeenteraad eerder aannam , omvat precies wat het zegt : nul uitstoot van fijnstof en CO2 door verkeer in het centrum .",ja
14192,,,De Nederlandse CO2 uitstoot is nog vrijwel gelijk aan die van 1990 .,nee
24825,,,De Nederlandse Staat doet te weinig om broeikasgassen te verminderen .,ja
20754,,,"De nieuwe kerncentrale zou volgens de oorspronkelijke planning ﾀ 3,3 mrd gaan kosten en had in 2012 open moeten gaan .",nee
12512,,,"De nieuwe vestiging wordt de Europese hub voor het recyclen en hergebruiken van draagbare en industri�le batterijen , waaronder batterijen voor elektrische auto 's .",nee
21043,,,De nieuwe vorm van energieopwekking werkt op turbines - zeg maar windmolens onder water - die draaien bij opkomend en afgaand tij .,nee
4969,,,De oceanen absorberen meer dan 90 procent van de overtollige warmte die door broeikasgassen in de lucht komt .,nee
17834,,,"De omzet en de winst van het bedrijf dat funderingen maakt voor windturbines op zee , zijn in de eerste negen maanden van dit jaar gestegen .",nee
17255,,,"De ondergrond is hier namelijk erg geschikt voor het boren naar aardwarmte , bleek eerder al bij enkele aardwarmteprojecten en de winning van gas .",nee
11833,,,De onderneming richt zich daarom ook steeds meer op nieuwe activiteiten als bijvoorbeeld geo thermie ( aardwarmte ) .,ja
1807,,,De onderzoekers keken ook streng naar biomassa .,nee
18040,,,"De ontwikkelaar en uitbater van zonneparken groeide dankzij de almaar stijgende vraag naar hernieuwbare energie van grote energiebedrijven , vertelde directeur Jelmer Pijlman .",ja
20404,,,De ontwikkeling van een duurzame energievoorziening vraagt veel van het net .,nee
16588,,,De oorspronkelijke motie van Koffeman riep op tot het zo snel mogelijk stopzetten van alle geplande subsidies voor houtgestookte biomassacentrales .,ja
19372,,,De oorzaak zit 'm volgens het onderzoeksbureau in de fiscale stimuleringsmaatregelen van de desbetreffende overheden voor elektrische auto 's en hybrides .,ja
4698,,,"De opslag bekostigt de bouw van bijvoorbeeld wind - en zonneparken zodat er veel nieuwe , groene stroom beschikbaar komt in Nederland .",nee
10484,,,De opslag van CO2 is het belangrijkste plan van de industrie om de uitstoot op korte termijn fors terug te dringen .,ja
16164,,,De organisatie is sceptisch over de opbrengst van zonneparken .,ja
20900,,,"De overheid wilde deze kolencentrales , we hebben er de vergunningen voor , dus hebben we het recht om kolen te gebruiken .",ja
23873,,,"De parochie is klant bij Green Choice , leverancier van groene energie .",nee
20938,,,De partijen willen wel onderzoek naar de eventuele verplaatsing van later geplande windparken .,ja
7061,,,De partijen zijn bang dat er in het RES overleg beslissingen worden genomen waar zij alleen achteraf mee kunnen instemmen .,ja
6227,,,"De plannen van initiatiefnemer Groen Leven , die op verschillende lokaties in Nederland zonneparken exploiteert , konden veel instemming rekenen binnen college en gemeenteraad .",ja
23021,,,De plannen voor Dinteloord liggen er al sinds 2011 .,nee
10102,,,De Poolse organisatie ﾑ Ouders voor het klimaat ﾒ kwam daarbij met een petitie die de exploitant vraagt de uitstoot van broeikasgas onmiddellijk te reduceren .,ja
17409,,,De president heeft jaren gestreden om de bouw van windmolens naast zijn golfbaan in Schotland te voorkomen .,ja
1733,,,De president van de Verenigde Staten heeft zich al vaker kritisch uitgelaten over windmolens .,ja
23037,,,De prijs per liter is inmiddels ongeveer even hoog als die van bio brandstof en dus iets duurder dan fossiele brandstof .,nee
11451,,,"De prijs van groene stroom zal dus voorlopig niet dalen en kan zelfs stijgen , terwijl er juist goedkope stroom nodig is om genoeg waterstof te maken .",nee
4808,,,"De prijs voor het windpark is de ﾀ 900 mln voor de aandelen plus de ﾀ 1,2 mrd voor de obligaties .",nee
26678,,,De productie van duurzame energie zit wereldwijd flink in de lift .,nee
18186,,,"De productie van het grasfalt kan daardoor op lagere temperaturen , waardoor er minder broeikasgas wordt uitgestoten .",nee
2089,,,"De productie van plastic of de brandstof die de luchtvaart gebruikt , dat zijn kwesties van olie of gas en dus CO2 uitstoot .",nee
24423,,,De provincie is veruit de grootste producent van windenergie .,nee
19551,,,De provincie organiseert komend jaar een informatiebijeenkomst voor Overijsselse gemeenteraadsleden en Statenleden over de mogelijkheden van thorium als energiebron .,nee
6225,,,De provincie Zuid Holland vernietigt de omgevingsvergunning van een zonnepark naast landgoed Klein Leeuwenhorst in Noordwijkerhout .,ja
13638,,,"De provincies willen met inwoners , bedrijven en organisaties bepalen hoe en waar bijvoorbeeld hernieuwbare energie wordt opgewekt , en hoe de landbouw is te verduurzamen .",ja
5626,,,De PVV wil dat de provincie uitzoekt hoeveel huishoudens in Overijssel in financi�le problemen komen vanwege het landelijke klimaatakkoord .,ja
15564,,,De raad stemde ook in met een onderzoek naar de bouw van een zonnepark en een onderkomen voor arbeidsmigranten aan de Trekdijk .,ja
12431,,,De Raad van State benadrukt dat draagvlak nodig is en dat de baten van de klimaat - en energietransitie duidelijk gemaakt moeten worden .,ja
11467,,,"De rechten om een ton broeikasgas uit te stoten , liggen in het Europese systeem voor emissiehandel momenteel rond de ﾀ 25 per ton .",nee
21581,,,"De regeling stopt eind dit jaar , in verband met de uitstoot van stikstof , koolmonoxide en fijnstof .",nee
12440,,,De regering beschouwt biomassa als een belangrijke en duurzame energiebron die de komende jaren nodig is om de klimaatdoelen te halen .,ja
18452,,,De regering van de Amerikaanse president Trump heeft de procedure in gang gezet waarmee het land officieel uit het klimaatakkoord van Parijs kan stappen .,ja
25849,,,De regio is hard bezig met de ontwikkeling van nieuwe bronnen van energie zoals uit waterstof en presenteerde dat deze week in Brussel .,ja
13018,,,De RES is medebepalend voor de gemeentelijke ( ruimtelijke ) beleidskaders .,nee
8657,,,"De rest wordt doorberekend in de nettarieven , die betaald worden door de regionale netbeheerders zoals Enexis , Alliander en Stedin .",nee
21668,,,"De rijksoverheid steekt miljarden in het stimuleren van de bouw van biomassacentrales , ondanks dat het een omstreden manier van verduurzamen is .",ja
17761,,,"De roep om sluiting werd steeds luider , omdat kolencentrales veel CO2 uitstoten .",ja
19126,,,"De rol van fossiele energie , zoals steenkool en gas , wordt de komende jaren veel kleiner .",nee
16090,,,"De ronkende conclusie van een TNO onderzoek dat het klimaatakkoord 39.000 tot 72.000 extra banen gaat opleveren , blijkt iets te optimistisch .",ja
14406,,,De startnota RES van de energieregio West Overijssel wordt in Ommen op 19 december in de raadsvergadering besproken .,nee
8372,,,De stuifzandgebieden in Het Nationale Park De Hoge Veluwe groeien in hoog tempo dicht door de uitstoot van stikstof .,nee
8734,,,De techniek waarbij de elektrische auto wordt gemaakt door het omzetten van waterstof in water kampt met te weinig waterstofstations .,nee
6365,,,De terreinen krijgen wellicht een nieuw leven in de energietransitie .,nee
10426,,,"De Tesla Model 3 's zijn niet aan te slepen omdat veel leaserijders die willen profiteren van de 4 % bijtelling , op de valreep van dit jaar nog een elektrische auto nemen .",ja
16327,,,"De testen zijn het eerste succes van het Europese project Macro Fuels , dat zich sinds 2016 richt op de productie van biobrandstoffen uit zeewier .",ja
16727,,,De toename van duurzame energie uit zon en wind en de grotere vraag naar elektriciteit vraagt grote aanpassingen van ons stroomnet .,nee
15519,,,De totale CO2 uitstoot van het wegverkeer in 2018 lag ruim 2 procent hoger dan een jaar eerder .,nee
16074,,,De totale CO2 uitstoot van het wegverkeer lag 2 procent hoger dan in 2017 .,nee
19363,,,"De totale gemiddelde CO2 uitstoot steeg vorig jaar in Europa met gemiddeld 2,4 gram per kilometer tot 120,5 g/km .",nee
13553,,,De totale investeringen van de industrie in de energietransitie in de periode tot 2025 schat Krekt op ﾀ 4 mrd tot ﾀ 5 mrd .,ja
4652,,,"De Twentse regio is de enige zogenoemde RES regio in heel Nederland , waar nog geen enkele windmolen staat .",nee
23166,,,De uitstoot van broeikasgassen neemt mondiaal nog steeds toe en wereldwijd worden we steeds vaker geconfronteerd met de gevolgen van de verdere opwarming van de aarde .,nee
3659,,,"De uitstoot van broeikasgassen neemt wereldwijd nog altijd toe in plaats van af : dit jaar stijgt de CO2-uitstoot nog met 1,5 procent .",nee
4503,,,"De uitstoot van broeikasgassen wordt gemeten in CO2 equivalenten , waarbij 1 ﾑ equivalent ﾒ gelijkstaat aan de uitstoot van 1 kilo CO2 .",nee
8690,,,De uitstoot van CO2 in de VS is vorig jaar met 3 procent gestegen .,nee
22497,,,De uitstoot van stikstof speelt bij de Duitsers geen rol .,ja
15611,,,De verandering naar het grootschalig opwekken en gebruiken van duurzame energie noemen we de energietransitie .,nee
19688,,,De verbranding van hout levert per eenheid energie immers meer CO2-emissie op dan steenkool .,nee
6747,,,De verbranding van hout levert per eenheid energie meer CO2-emissie op dan steenkool .,nee
18650,,,De Verenigde Staten zijn maandag officieel het traject in gegaan om uit het klimaatakkoord van Parijs te treden .,ja
5330,,,De vereniging maakte zich behalve over de uitstoot van stikstof onder meer zorgen om de vogelstand en om de aantasting van het uitzicht op Urk .,ja
25760,,,"De verplichting voor de Staat om de uitstoot van broeikasgassen terug te dringen blijft in stand , zegt het hoogste rechtscollege .",ja
23490,,,"De vijf windmolens die op het grondgebied van Ommen komen te staan kunnen in verhouding zo ﾒ n 30 tot 37,5 miljoen kilowattuur per jaar opleveren .",nee
17509,,,De voertuigen zijn dan ook veel ingewikkelder dan batterij elektrische auto ﾒ s.,nee
5105,,,De voetbalclub ASV ﾒ 57 profiteert nu al van het zonnepark .,ja
15896,,,"De voor het klimaat o zo schadelijke uitstoot van broeikasgassen zal nog verder toenemen tot 2040 , terwijl klimaatexperts juist een forse daling noodzakelijk achten .",ja
26971,,,De voorbije jaren werd de Hemwegcentrale het symbool van de Nederlandse kolencentrales .,nee
3080,,,De waarde van een woning tot op 2 km afstand van windparken ligt gemiddeld ruim 2 % lager dan vergelijkbare woningen verder weg van windparken .,nee
3216,,,"De waarde van huizen die binnen een straal van 2 kilometer van een windmolen staan , blijft achter op vergelijkbare huizen die niet in de buurt van een turbine staan .",nee
775,,,De waarschuwing van Mustier komt op een moment dat overal in Europa beleidsmakers nadenken over manieren waarop banken kunnen bijdragen aan de energietransitie .,ja
4737,,,"De waterstofleiding biedt bedrijven , onderzoekers en studenten de kans om uitgebreid onderzoek te doen naar de opslag van duurzame energie .",nee
328,,,De wens was een nieuw klimaatakkoord met bindende emissiedoelen als opvolger van het Protocol van Kioto .,ja
14871,,,"De werkzaamheden om de boorlocatie klaar te maken voor winning , zijn enige tijd stil gelegd omdat Vermilion niet voldeed aan de regels rond de uitstoot van stikstof .",nee
25638,,,"De wethouder vertelde thuis zonnepanelen te hebben , en graag een elektrische auto te willen in de toekomst .",ja
22819,,,"De windmolen staat op 240 meter , dat kon destijds nog .",nee
6508,,,"De windmolen stond op het erf van een boer , zegt een woordvoerder van de brandweer .",nee
1788,,,De windmolens in het plan Veurdewind en de Natuurboerderij Balk Inn .,nee
2344,,,De windmolens op zee draaien ongeveer de helft van de tijd en de 10 gigawatt aan vermogen levert zo bijna 44 miljard kilowattuur stroom per jaar .,nee
4967,,,De zeespiegel zal tot het jaar 2100 blijven stijgen als de CO2 uitstoot onverminderd doorgaat .,nee
18080,,,De zes zien de noodzaak om de woning af te koppelen van het gasnet nog niet .,ja
25160,,,De zonneparken in het buitengebied leveren 2704 TJ op .,nee
23980,,,De zonnewagen zelf wordt tijdens de race gevolgd door een konvooi van tien ( niet elektrische ) auto ﾒ s plus een vrachtwagen .,nee
18656,,,"Decennialang stootte de VS het meeste broeikasgas ter wereld uit , totdat China het in 2006 inhaalde .",nee
5514,,,"Deels is de energietransitie ingezet met het klimaatakkoord van premier Rutte , maar eurocommissaris Frans Timmermans geeft een extra groene duw .",ja
14037,,,Den Besten licht toe : � Overheden werken momenteel aan warmteplannen en energie strategie�n die een onderdeel gaan uitmaken van de Omgevingsvisies en Omgevingsplannen .,ja
6125,,,"Denk dan aan de aanleg van laadpleinen , waarbij de beschikbare energie slim wordt verdeeld over de aanwezige elektrische auto 's .",nee
22316,,,Denk in dat kader alleen al aan het felle boerenprotest tegen milieumaatregelen en het lokale verzet tegen veel vormen van duurzame energie .,ja
20733,,,Dergelijke machines worden vaak gebruikt bij de installatie van windmolens en electriciteitsmasten .,nee
7060,,,Dertig regio ﾒ s moeten over een half jaar hun eerste visie op alternatieve energieopwekking vastleggen in een Regionale Energiestrategie ( RES ) .,nee
1800,,,Desalniettemin verdubbelde de verkoop van elektrische auto 's in Europa het derde kwartaal : van 32.322 vorig jaar naar 73.127 in 2019 .,nee
12846,,,Desalniettemin zijn Mitsubishi en partner Chubu op dat gebied groot : Chubu is het derde energiebedrijf van Japan met ruim 10 miljoen klanten en een focus op duurzame energie .,ja
11910,,,Desnoods kunnen ze op een lager vermogen draaien in afwachting van een beter stroomnet .,nee
11433,,,Details daarover moeten de netbeheerders nog uitwerken .,nee
25151,,,Deventer In het buitengebied zou voor 791 hectare aan zonneweides moeten komen .,nee
3296,,,"Deze ' energietransitie ' loopt vertraging op , waarschuwen Vattenfall en Eneco , die stroom en gas leveren aan ruim 5 miljoen huishoudens .",ja
12436,,,Deze biomassacentrales stoten veel meer stikstof en fijnstof uit dan kolencentrales .,nee
16572,,,Deze en nog heel veel andere vragen beantwoordt tech journalist Jeroen Horlings in zijn boek ﾑ Alles over elektrische auto 's ' .,nee
19823,,,Deze factor kan al snel 10 megaton CO2 op jaarbasis schelen ( op een totale uitstoot van circa 185 megaton ) .,nee
23460,,,Deze grondeigenaar staat open voor het combineren van een zonnepark met de windmolens op zijn grond .,ja
19186,,,Deze KEV geldt de komende jaren als basis om energie - en klimaatzaken zoals de broeikasgasuitstoot en de opwekking van duurzame energie in kaart te brengen .,nee
2347,,,Deze omwonenden krijgen dan een jaarlijkse bijdrage uit het fonds ; adressen op kortere afstand van het zonnepark krijgen meer dan adressen op grotere afstand .,nee
15152,,,Deze Polestar 1 lijkt vooral bedoeld als statement dat hybrides en elektrische auto ﾒ s helemaal niet saai hoeven te zijn en in die opzet is het merk zeker geslaagd .,ja
6750,,,Deze situatie vloeit voort uit de Europese richtlijn voor hernieuwbare energie uit 2009 .,nee
12938,,,"Deze toename zorgt voor een hogere CO2 uitstoot dan verwacht , mede door een toename van onzuinige auto 's .",nee
12351,,,"Deze twee bedrijven hadden kolen - en gascentrales , en ze zijn op de top van de markt verkocht .",nee
17270,,,Deze warmte kan uit het riool worden gehaald en via warmtenetten hergebruikt worden voor de verwarming van huizen .,nee
16848,,,Deze week maakt het kabinet keuzes om de uitstoot van stikstof door het wegverkeer snel en drastisch te verlagen om een beetje lucht te krijgen in de stikstofcrisis .,ja
20801,,,"Deze zogenoemde WLTP testmethode geeft een realistischer beeld van het brandstofverbruik van een auto , en daarmee de CO2 uitstoot .",nee
11054,,,Deze zomer publiceerde de Commissie een gedetailleerde lijst met economische activiteiten waarvan ze vindt dat die bijdragen aan de uitvoering van het klimaatakkoord van Parijs .,ja
19507,,,"Deze zomer stond de Hemweg een tijd stil , omdat stroom uit gascentrales goedkoper was .",nee
2529,,,Die 42 procent uitstoot van boerderijen bestaat vooral uit ammoniak .,nee
16292,,,Die 60 miljoen telt nu mee om de uitstoot van stikstof terug te dringen .,nee
20779,,,"Die bpm is bovendien progressief , wat wil zeggen dat het bedrag per gram stijgt naarmate de totale CO2 uitstoot hoger is .",nee
1545,,,"Die centrales worden gebouwd door het Russische Rosatom , een van de grootste spelers in kernenergie wereldwijd .",nee
22282,,,Die cre�ren veel draagvlak voor de overstap naar duurzame energie .,ja
19760,,,Die discussie zorgt er dus voor dat Vattenfall het na de centrale in Diemen wel even genoeg vindt met biomassa in Nederland .,ja
24834,,,Die flinke vertraging tussen de uitstoot bij verbranding en CO2 opname door nieuwe bomen wordt de ' koolstofschuld ' van biomassa genoemd .,nee
16512,,,"Die gaat over groene energie , maar er kwam ook een zogeheten Rijksverkabelingsregeling : een verdeelsleutel voor de financiering .",nee
5865,,,"Die hebben langjarige verplichtingen , en ze verwachten die af te dekken met de langjarige rendementen die windparken opleveren .",nee
6751,,,Die heeft bepaald dat verbranding van biomassa hernieuwbaar is .,nee
12587,,,Die is de grootste financier van duurzame energie in Nederland en wereldwijd een top 10 speler .,ja
19893,,,"Die is nu voor een derde weg , maar nu moeten we het van de opdrachtgever stilleggen wegens de stikstofemissie .",ja
22731,,,"Die is samen met de concentratie broeikasgassen versneld aan het stijgen , meldde de Wereld Meteorologische Organisatie in september .",nee
4164,,,"Die kosten worden veroorzaakt door broeikasgassen , fijnstof , stikstof , verlies van biodiversiteit en dierziekten ﾒ , schrijft het viertal .",nee
26018,,,"Die lading valt echter in het niet bij de CO2 uitstoot veroorzaakt door de mens , zo hebben onderzoekers becijferd .",nee
11580,,,Die leveren zo 'n zes procent van alle windenergie die in Nederland op land wordt opgewekt .,nee
3686,,,"Die moet komen aan de Katwolderhaven , naast IJzerleeuw en achter de Gamma . ,",nee
1537,,,"Die moet vanaf 2022 hoogcalorisch gas , dat niet uit Groningen komt , geschikt maken voor het binnenlandse gasnet .",nee
7833,,,Die opgepompte fossiele brandstoffen worden uiteindelijk verstookt en daarbij komt CO2 vrij en dat broeikasgas houdt warmte vast .,nee
16873,,,"Die overtuigde ze ervan een elektrische auto te kopen , geen vlees meer te eten en niet meer te vliegen .",ja
16501,,,"Die overtuigde ze om niet meer te vliegen , een elektrische auto te kopen en geen vlees meer te eten .",ja
18435,,,Die stelt in een verklaring dat hij het gat wil opvullen in de financiering van het klimaatakkoord dat ontstaat door het vertrek van de VS .,ja
19822,,,Die verhouding tussen import en export van elektriciteit kan zeer snel veranderen en heeft een enorme impact op de hoogte van de landelijke broeikasgasemissies .,nee
20431,,,Die waterstof kan later weer worden omgezet in elektra of warmte .,nee
26792,,,Die wil nog 12 megawatt aan windenergie invullen in Staphorst .,ja
7439,,,Die zou bijvoorbeeld ook van windparken op de Noordzee kunnen komen .,nee
1272,,,"Dieng wijt dit aan een aantal factoren , waaronder de opkomst van de elektrische auto .",ja
10485,,,Directeur Erik van Beek van Exxon Mobil legt uit dat het in eerste instantie gaat om de CO2 die vrijkomt bij de productie van waterstof .,nee
5170,,,Dit bedrijf is de ontwikkelaar van het zonnepark .,nee
6494,,,Dit ging onder meer het Europarlement en Duitsland te ver : Berlijn heeft enkele jaren geleden besloten al zijn kerncentrales te sluiten .,ja
11444,,,"Dit is betaalbaarder , haalbaarder en ook relatief schoon ten opzichte van groene waterstof , dat met stroom uit windparken en zonneweiden wordt opgewekt .",ja
24428,,,Dit jaar zijn al enkele oude windmolens gesloopt om ruimte vrij te maken .,nee
7542,,,"Dit klopt , zegt Dominic von Terzi , hoogleraar windenergie aan de TU Delft .",nee
1215,,,"Dit kwartaal was de CO2 uitstoot door energiebedrijven , waterbedrijven en afvalbeheer samen bijna 13 procent lager dan een jaar eerder .",nee
2548,,,"Dit onder meer vanwege het grootschalige gebruik van duurzame energie , het voornemen om tin en aluminium te gaan hergebruiken en de transparantie van het bedrijf .",ja
13849,,,Dit slim laden houdt in dat er sneller kan worden geladen als duurzame energie volop beschikbaar is .,nee
20816,,,"Dit staat los van de nieuwe test waarmee de CO2 uitstoot van auto � s wordt gemeten � , zegt het ministerie van Financi�n in een reactie .",nee
17713,,,"Dit staat los van de nieuwe test waarmee de CO2 uitstoot van auto�s wordt gemeten � , zegt het ministerie van Financi�n in een reactie .",nee
24758,,,"Diverse lokale rekenkamers , als die van Amsterdam , Deventer , Leeuwarden , Nijmegen en Rotterdam hielden onlangs het lokale energiebeleid al tegen het licht .",nee
27300,,,"Doel blijft om de uitstoot van stikstof te beperken , aldus de woordvoerder .",ja
27255,,,"Doel blijft om de uitstoot van stikstof te beperken , onderstreept de woordvoerder .",ja
25232,,,Doel is de ambities van de gemeente Steenwijkerland wat betreft duurzame energie door windmolens uit te voeren voor en door Steenwijkerlanders .,ja
3669,,,Doel van de conferentie was om het klimaatakkoord van Parijs uit 2015 te versterken .,ja
15877,,,"Doel van deze samenwerking is om regionaal op zoek te gaan naar mogelijkheden voor duurzame opwekking van elektriciteit , energie infrastructuur en de warmtetransitie .",ja
14249,,,"Domweg omdat de infrastructuur voor aardwarmte moet worden ingevlochten in de stad , waar de grond al vol ligt met buizen , leidingen en kabels .",nee
11409,,,Donderdag is er een rondetafelgesprek met de Tweede Kamer over de verstoppingen op het stroomnet .,nee
19180,,,Door de bevolkingsgroei en de lagere brandstofprijzen zijn er meer auto 's op de weg die tot meer CO2 uitstoot leiden dan eerder berekend was .,nee
19535,,,Door de hoge economische groei zijn de Nederlandse broeikasgasemissies de afgelopen twee jaar minder hard gedaald dan het planbureau in 2017 voorzag .,nee
12487,,,Door de stikstofuitspraak van de Raad van State moest ook dit bouwproject extra gecontroleerd worden op uitstoot van stikstof .,nee
12786,,,Door de strot duwen Volgens het trio wordt het coulissenlandschap onaanvaardbaar aangetast door windturbines en is ook de afstand tussen de beoogde molens en de woningen te klein .,ja
556,,,Door de SUV ﾒ s blijft de gemiddelde uitstoot van broeikasgassen van nieuwe wagens toenemen .,nee
17317,,,Door deze houding heeft netbeheerder Liander voor een kleine minderheid van bewoners alsnog een nieuw gasnet in Overwhere moeten aanleggen .,nee
1627,,,Door deze te mengen met fossiele brandstoffen is er brandstof geproduceerd waar de auto 's van nu op kunnen rijden .,nee
16333,,,Door deze te mengen met fossiele brandstoffen zijn E10 - en B10 brandstof ( elk 100 liter ) geproduceerd waar de auto ﾒ s van nu op kunnen rijden .,nee
18415,,,"Door een brief bij de Verenigde Naties af te leveren , hebben de Verenigde Staten officieel de procedure om uit het klimaatakkoord van Parijs te stappen gestart .",ja
26063,,,Door grootschalige verbranding van fossiele brandstoffen komt er ondertussen jaarlijks 37 miljard ton CO2 bij - en dat cijfer groeit nog steeds .,nee
12643,,,"Duitsland blijft daardoor namelijk met handen en voeten gebonden aan zijn kolencentrales , die verantwoordelijk zijn voor de meeste CO2-uitstoot .",nee
17015,,,Duitsland had door te pionieren met zijn energietransitie en royale subsidieregelingen een sterke rol opge�ist in de windenergie .,ja
12639,,,Duitsland heeft zich daarentegen vanwege risico ﾒ s voor de volksgezondheid helemaal afgekeerd van kernenergie .,ja
7064,,,"Dus met het plaatsen van zonneweides , windturbines en uit bronnen als geothermie , aquathermie en industri�le restwarmte .",nee
17844,,,Dus we hebben daar CO2 en waterstof .,nee
11435,,,"Dus zullen ze zonneweiden aanleggen op plekken waar het stroomnet nog wel ruimte heeft , en niet waar het al bijna vol is .",nee
20395,,,Duurzaam energie overschot van ander land kopen Zo verkent het ministerie ook de mogelijkheden om met behulp van projecten in andere EU lidstaten het doel in Nederland te halen .,nee
3077,,,"Duurzaam Maar Wiebes stelt dat , zeker voor de eerste realisatie van warmtenetten , de restwarmte uit afvalverbrandingsinstallaties ( AVI ﾒ s ) hard nodig is .",ja
17773,,,"Duurzaam werd het devies : de Noordzee moet vol windturbines , op zoveel mogelijk daken moeten zonnepanelen .",ja
1674,,,Duurzame energie heeft hoger rendement Bijna veertig jaar later staat Nederland voor een vergelijkbare uitdaging .,nee
4463,,,E auto ﾒ s Het aantal elektrische auto ﾒ s op de Nederlandse wegen is explosief gegroeid .,nee
14302,,,Easy Jet wil de uitstoot reduceren door bossen aan te planten en door minder CO2 uit te stoten .,ja
20750,,,Ed F is de grootste bouwer van kerncentrales ter wereld .,nee
13009,,,Edwin van Stam ( 54 ) uit Anna Paulowna woont naast een windmolen ﾑ Sinds 2011 staat er een windturbine vlak bij mijn huis .,nee
24073,,,Een bedrijf of boer mag straks all��n meer stikstof uitstoten wanneer elders de uitstoot omlaag gaat .,nee
3087,,,Een belangrijke oorzaak is de toename van de gemiddelde hoogte van een windturbine .,nee
372,,,"Een biomassacentrale draait bij de gratie van een SDE subsidie , en het aanvragen van zo ﾒ n subsidie kan alleen in bepaalde perioden .",nee
4497,,,Een caravan zorgt voor 60 procent meer brandstofgebruik en 200 kilo meer CO2 uitstoot .,nee
