id,text,meer,minder,gelijk,overige
285,"Als ze het vliegen nu eens gewoon weer duurder maken, dan hoeft Schiphol ook niet zo enorm te groeien.
Het belast het milieu en het vliegverkeer geeft veel andere overlast voor mens en natuur.",0,0,0,1
286,Alstublieft niet uitbreiden! Zeker niet s'nachts! Het aantal nachten slecht slapen vanaf een uur of 4 is nu al enorm. Het is een verademing hier als de polderbaan gebruikt wordt voor opstijgen. Dan is de overlast hier in Bakkum aanzienlijk minder dan bij gebruik bij landingen.,0,0,1,0
287,"Anno 2018 is er geen verantwoorde maatschappelijke of economische basis meer om Schiphol verder door te laten groeien. In plaats van groei zou een verlaging van het aantal vliegbewegingen naar 400.000 beoogd moeten worden, o.a. door het uitplaatsen van en re?el beprijzen c.q. belasten van vakantievluchten/chartervluchten.",0,1,0,0
288,"Artifical limiet, waarom vliegwewegingne limiteren maar wel bouw huizen in gebied toestaan?",0,0,0,1
289,"Assumburg
138
Ik vind het genoeg zoals het nu is...er moet maar naar andere oplossingen worden gezocht.",0,0,1,0
290,Aub Niet meer vlieg bewegingen op Schiphol.,0,0,1,0
291,Beangstigend en niet haalbaar in onze ogen en voor de mensen in de dichte nabijheid van Schiphol een ramp .,0,0,0,1
292,Beduidend minder vluchten toestaan dan nu. Naast geluidsoverlast is ook de luchtkwaliteit slecht vanwege Schiphol. Het wordt tijd dat Schiphol zich gaat houden aan normen!,0,1,0,0
293,Begrensd houden op 500.000 en tevens beperking van de hoeveelheid nachtvluchten voor louter vrachtverkeer. De Fijnstof uitstoot en geluidshinder zullen alleen maar weer toenemen indien de bewegingen niet begrensd blijven. De regio rondom de lucht haven wordt onleefbaar. Daarnaast is her luchtruim gewoon niet in staat om meer bewegingen toe te staan en komt de veiligheid in gevaar door steeds verder toenemende incidenten.,0,0,1,0
294,Beheerst groeien in overleg met de omgeving zodat de kernen rondom Schiphol leefbaar blijven.,1,0,0,0
295,"Beheerste groei, vliegtuigen die veel lawaai produceren weren.",1,0,0,0
296,"Beheerste groei. Vliegtuigen worden steeds stiller en schoner, daardoor kan er beheerst gegroeid worden zonder dat de leefomgeving verder aangetast wordt door die groei.",1,0,0,0
297,"Beheerste stijging van vliegbewegingen is econmomisch wenselijk. Er moet wel ingezet worden op met name de netwerkfunctie van de luchthaven. Dus vakantievluchten en LCC dient zover als mogelijk geremd te worden, dan wel uitgeplaatst naar Lelystad en Eindhoven.",0,0,0,1
298,Behouden evt verminderen.,0,1,0,0
299,"Belachelijk,  wanneer wordt er serieus nagedacht over het milieu effect.Fijnstof etc. Kijk naar de daken in Amstelveen en omgeving de dakpannen zijn pikzwart om maar niet te denken aan de geluidsoverlast van met name de nachtvluchten. Waarom moet men electriesch gaan auto rijden en mogen we onbeperkt blijven vliegen.",0,0,0,1
300,"Belangrijk is de eigen luchtvaart te beschermen.
De externe partijen die Schiphol gebruiken als tussenstop of feeder van hun eigen hub te ontmoedigen. Europees luchtvaart <1 uur vliegen met een alternatief te laten reizen.
Schone vliegtuigen subsidieeren vervuilende belasten. Vervoer van overig verkeer naar Schiphol zoals vrachtwagens personeel en passagiers per trein . Europese afspraken over verdeling groei!",0,0,0,1
301,Belangrijk is het om te blijven groeien. Vliegtuigen worden stiller en schoner. Daar zit ruimte. Als wij niet groeien doen andere luchthavens dat wel. Problemen als CO2 uitstoot etc voorkom je niet door een slot op de vliegbewegingen op SPL te zetten. Deze vliegbewegingen zullen verschuiven naar luchthavens in het buitenland met wel groeimogelijkheden. Dit heeft negatieve gevolgen voor de werkgelegenheid en welvaart in Nederland. Kortom bij schonere en stiller vliegtuigen kunnen er nog veel meer vliegbewegingen worden toegevoegd.,1,0,0,0
302,Ben ervan overtuigd dat het aantal vliegtuigbewegingen de 500.000 niet mag overschrijden; beter zou zijn om dit aantal op termijn terug te brengen naar een lager aantal. Met name korte vluchten moeten aan banden worden gelegd omdat daarvoor redelijke alternatieven beschikbaar zijn. Klimaat- en geluidsoverlast moeten serieus worden meegenomen bij dit soort afwegingen en niet alleen 'voor de vorm'. Daarnaast zou moeten worden overwogen om Schiphol tzt naar de Noordzee te verplaatsen. Op die manier wordt enorm veel ruimte vrijgespeeld voor hoogwaardige woningbouw. Tevens wordt daarmee de kans op herhaling van de Bijlmerramp aanzienlijk kleiner worden gemaakt. Bovendien een prachtige show-case voor 'BV Nederland'.,0,0,1,0
303,Ben van mening dat het maximaal toelaatbare qua vliegbewegingen wel al is behaald,0,0,1,0
304,Ben van mening dat Schiphol na 2020 niet verder moet groeien dus dat het afgesproken plafond van 500.000 vliegtuigbewegingen ook na 2020 gehandhaafd dient te blijven. Liefst zou ik zien dat er minder dan 500.000 vliegtuigbewegingen op Schiphol gaan plaatsvinden.,0,0,1,0
305,Beneluxlaan 328 heemskerk: de last is te hoog geworden; er wordt nu al jaren toenemend minder bewoning ontziend over gevlogen.. daarom  moet de hinder  na 2020 omlaag zonder de 50% compensatievoordeelregel voor de sektor luchtvaart. deze verbetering  moet waarschijnlijk worden afgedwongen,0,1,0,0
306,Bepekte groei,1,0,0,0
307,beperk het aantal vluchten in de nacht wegens verstoring van de nachtrust. De aanvliegroutes moeten hoger zijn boven Castricum. De bochten buiten het woongebied maken. In glijvlucht landen zonder de remkleppen te gebruiken.,0,0,0,1
308,Beperken,0,1,0,0
309,Beperken er is al aardig wat geluids overlast,0,1,0,0
310,Beperken op vliegbewegingen is contra productief. De totale overlast op basis van geluidsdruk is waar naar gekeken moet worden. Maatschappijen met stillere toestellen zouden daar slots voor terug moeten krijgen. En hierbij moeten lokale maatschappijen voorrang krijgen vanwege de werkgelegenheid.,1,0,0,0
311,Beperken tot 350.000 vliegtuigbewegingen tussen 08.00 uur en 21.00 uur,0,1,0,0
312,"Beperken, en beter verspreiden over het land, Schiphol is vol en de Randstad is overvol.
Maastricht en Groningen hebben genoeg capaciteit, die kunnen wel helpen met vluchten binnen Europa, met vracht en mate vakantievluchten.
Nu moeten het zuiden en het noorden naar Schiphol, dan is het andersom en de afstand is net zover.

Met uitbreiding Schiphol komen andere in ontwikkelingen en leefbaarheid in de Randstad teveel in de knel.",0,1,0,0
313,"beperken, tot leefbare proporties voor omwonenden. Zeker geen groei!",0,0,1,0
314,Beperking moet per direct worden opgeheven. Ik ben voor onbeperkte groei van de luchtvaart in NL.,1,0,0,0
315,"Beperkt toe laten nemen, mits benut door grotere en stillere vliegtuigen om de overlast te beperken. Slots per voorkeur gunnen aan maatschappijen die een bijdrage leven aan de Nederlandse economie en werkgelegenheid (KLM, Transavia, etc), en niet aan prijsvechters die de Nederlandse rechtspraak negeren (Ryanair) of maatschappijen die gebruik maken van illegale staatssteun (Emirates, Qatar Airways).",1,0,0,0
316,Beperkte groei,1,0,0,0
317,Beperkte groei met geluidsarme vliegtuigen (zie ook vraag 2),1,0,0,0
318,Beperkte groei moet mogelijk gemaakt worden.,1,0,0,0
319,"Beperkte groei moet mogelijk zijn, samenwerking met Lelystad is belangrijk",1,0,0,0
320,"Beperkte groei moet mogelijk zijn. Met toename moderne en stillere vliegtuigen (wat positief gestimuleerd moet worden) kan de overlast gelijk of verminderen. Overheid/Schiphol moet wel de gebieden met meeste overlast ontzien/zorgen voor compensatie voor deze mensen.

Grotere stedelijke gebieden zoals Amsterdam, Haarlemmermeer en Aalsmeer vallen niet onder de compensatie.",1,0,0,0
321,Beperkte groei mogelijk maken. Alleen datgene dat nodig is om verbonden te blijven met de economische centra van de wereld. De groei moet minder hard gaan dan innovaties om uitstoot en geluid te verminderen.,1,0,0,0
322,Beperkte groei toestaan. bv 2% per jaar,1,0,0,0
323,"Beperkte groei zal nodig zijn, maar verdelen over andere vliegvelden. Toeristenverkeer niet meer vanaf Schiphol. Hoge snelheidslijnen uitbreiden.",1,0,0,0
324,"beperkte groei
onveilige / vervuilende airlines weigeren",1,0,0,0
325,"Beperkte, selectieve groei. Moet hub-netwerk vergroten / verbeteren.
In de nacht grotendeels dicht (0100-0500 oid).
Groei overdag met schone kisten.",1,0,0,0
326,"Beslist geen uitbreidingen. Schiphol en omgeving slipt nu reeds dicht, dus eerst dit probleem aanpakken. Zorg dan dat alle vliegtuigen minder geluid maken en schone brandstoffen gebruiken. Mensen gaan verhuizen ivm de grote problemen rondom schiphol.",0,0,1,0
327,"Beslist niet meer! De overlast voor het milieu is gigantisch, woon zelf in de Bollenstreek en vind vooral de geluidsoverlast erg storend, maar de bijdrage aan de klimaatopwarming is natuurlijk ook een belangrijke belasting. Laat welzijn nu eens boven welvaart prevaleren, dat kan in Nederland inmiddels best. Nu de politieke doortastendheid daarvoor nog, maar vrees het ergste...",0,0,1,0
328,"Beslist niet uitbreiden er is al overlast genoeg, verminderen van aantal vliegbewegingen is een betere optie omdat de aantal die nu mogelijk zijn mogelijk werden door onjuiste cijfers over overlast",0,0,1,0
329,Betere scheiding van vakantie vervoer in Europa en ander verkeer zou kunnen zorgen voor beperking van het aantal vliegbewegingen zonder invloed op economische waarde/impact van het vervoer. Lees vakantie vervoer naar andere vliegvelden in NL,0,0,1,0
330,"betere verdeling van de lusten en lasten van Schiphol. 
Schiphol zelf stabiliseren en Eindhoven en Lelystad uitbreiden of optuigen.",0,0,1,0
331,Bevriezen of beperken.,0,1,0,0
332,"Bevriezen op 500,000 vliegtuigbewegingen voor minimaal 10 jaar, onafhankelijk van verdere technologische verbeteringen m.b.t. lawaai en luchtverontreiniging. Hier zijn verschillende redenen voor:  Ten eerste en by far moet de overlast voor bewoners en schade aan de leefomgeving en milieu en natuur in welke hoedanigheid dan ook niet groter worden. Dit geldt niet alleen voor bewoners, maar ook breder voor de gehele leefomgeving en milieu binnen en buiten de thans geldende contourlijnen. Ten tweede het gebouwenterrein Schiphol, de landingsbanen en de omliggende wegenpark deze groei helemaal niet aan. Schiphol denkt alleen maar aan geld verdienen voor de aandeelhouders, en heeft zijn maatschappelijke functie en zijn klant geheel verloren: het is een ZOO. Schiphol wordt steeds meer een overvolle, onbereikbare plaats die het liefst z'n klant weert. Bij de geringste verslechtering van het weer vallen vluchten uit of zijn ze vertraagd. Alleen als alles perfect is wordt het schema gehaald. Elke rek is er uit. Ten derde zit Amsterdam niet te wachten op nog meer toeristen, en zeker de toeristen die geen toegevoegde waarde voor de stad hebben. I.p.v. IAmsterdam weg te halen kan de gemeente als aandeelhouder in Schiphol beter echte maatregelen nemen. Ten vierde zouden bewoners en de omgeving een hogere prioriteit moeten hebben dan vliegtuig-overstappers. Ten vijfde zou Schiphol een strategie moeten voeren die niet gebaseerd is op louter simpele en makkelijke groei, maar op toegevoegde waarde en dat binnen de limiet van 500,000 vliegbewegingen.",0,0,1,0
333,"Bevriezen, 500000 is echt genoeg als we straks gaan spreiden ( Lelystad)",0,0,1,0
334,"Bevriezen, het kan zo niet langer. Neg",0,0,1,0
335,"Bevriezing van het huidige aantal vliegbewegingen. Uitbreiding geeft veel risico zowel voor veiligheid, gezondheid van omwonenden als natuur en milieu.",0,0,1,0
336,"Bij de afspraken van het plafond was niet duidelijk welke gevolgen de groei voor de leefomgeving zou hebben.
Thans is er wel duidelijkheid. Aangezien er geen voldoende invulling aan de huidige problematiek wordt gegeven lijkt groei voorlopig niet wenselijk.",0,0,1,0
337,"bij het uitvoeren van de afgesproken Selectiviteit (zie vraag 2).  Vervanging van Europese vluchten 
door
internationale trein biedt bovendien de mogelijkheid om het aantal vluchten te verminderen (zie 
vraag 3). Er zijn geen goede redenen voor groei, maar wel veel redenen om de omvang van Schiphol te 
verminderen.
? De leefbaarheid rondom Schiphol staat zwaar onder druk en er is weinig hinderbeperking geleverd. 
(zie vraag 5)
?   Een effectieve bijdrage aan het klimaatvraagstuk kan vooralsnog alleen via volumebeperking (zie 
vraag 9)
? De WHO (Wereld Gezondheidsorganisatie) heeft heel recent de aanbeveling voor de bescherming tegen 
geluidshinder verscherpt omdat de negatieve gezondheidsgevolgen groter zijn dan eerder gedacht (zie 
vraag 5)
? Experts verwachten een negatieve invloed van ultrafijnstof op de levensverwachting van omwonenden 
van Schiphol. Uit voorzorg is op zijn minst een pas op de plaats alvorens de resultaten van het 
RIVM (Rijks Instituut voor Milieu) onderzoek bekend zijn (zie vraag 9)
? Er is een gigantische woningbouwopgave. De spanning tussen wonen en vliegen neemt alleen maar 
verder toe.  Er is een keuze nodig, wij kiezen voor wonen. (zie vraag 8)
? De veiligheid van omwonenden van Schiphol is kleiner dan acceptabel wordt gevonden voor risico's 
van industri?le activiteiten op de grond. (zie vraag 10)",0,1,0,0
338,"Bij voorkeur minder vliegbewegingen, zijn er nu al veel te veel, met name in de avond en in de vroege ochtend.",0,1,0,0
339,"Bij voorkeur verminderen.

En alleen uitbreiding overwegen als voldaan wordt aan de volgende punten :
1) Belasting op brandstof voor vliegtuigen.
2) Significante afname van de dodelijke hoeveelheid fijnstof op en rond Schiphol.
3) Significante afname van het geluidsoverlast van vliegtuigen.",0,1,0,0
340,Binnen de huidige geluidsgrenzen verder groeien met verschillen in landingsrechten zodat er alleen stillere en zuinigere vliegtuigen bijkomen,1,0,0,0
341,"Blijkbaar is groei nodig, maar dan wel mondiale belasting op kerosine en duurdere tickets, zodat de vervuiler meer betaald. Dan is inzetten op het spoor, innovatie en aanleg luchthaven in zee een denkbare oplossing.",1,0,0,0
342,Blijven groeien! anders groeien de luchthavens aan onze grenzen,1,0,0,0
343,"Blijven groeien, alleen zo kan schiphol blijven concurrren",1,0,0,0
344,"Bouw een vliegveld in de Noordzee....In 1999 werd dit geschat op 40 miljard gulden. Schophol heeft een oppervalkte van 2787 hectare = 27,870,000 m2. Met grondprijzen van rond de 1000 euro per m2, ben je er dus (al een heel eind).  Of in het IJmeer voor Almere, Of in het Markermeer. 

Anders beslissen op basis van feiten:  
Schiphop, bijna 500,000 bewegingen en  68.5 miljoen passagiers (2017) heeft 6 banen, 15 km buiten A'dam 
Heathrow,  bijna 500,000 vliegbewegingen. 78 miljoen passagiers (2017) heeft slechts 2 banen en ligt 30 km buiten het centrum van het in inwonersaantal 10x  grotere Londen.  Economisch en logistiek lijkt er voor Schiphol nogal ruimte...

Schiphol is al sinds 1920 sterk groeiende, en iedereen die er in de buurt is komen wonen kon dit weten. Net als naast een spoorlijn heb je overlast. Dat zit ook in de prijs van het huis dat je kocht. Niet leuk. Maar gelukkig worden treinen en vliegtuigen steeds stiller.",1,0,0,0
345,"Breidt nieuwbouw verder uit richting Nieuw-Vennep en Cruqius, zodat de focus op Schiphol blijft dat het meer vliegbewegingen mag maken en dus groeien. Er moet dan wel worden gewerkt aan infrastructuur, inclusief openbaar vervoet en taxi -denk aan eenmalig betaalbaar tarief- voor betere (meer logische) verbindingen van en naar Schiphol, ook betreft Kiss&Ride want waar men nu mee bezig is en met welk gedachte gang..Nu lijkt mij dat de consument van Schiphol commercieel worden uitgebuit door hoge tarieven en moeilijk bereikbaar/lange afstanden lopen.
Mensen wonend in Hoofddorp/Haarlemmermeer weten en wisten dat ze relatief dicht bij een vliegveld wonen en zouden moeten weten wat hier bij komt kijken. Ik ken geen percentages maar ik ga uit van een veelvoud van gezinnen die zowel direct als indirect hun brood verdienen door het feit van aantal vliegbewegingen als ook toerisme wat de bewoners direct financieel zouden moeten merken op de gemeentelijke belastingen. Hier moet de Haarlemmermeer/Hoofddorp zich tegelijkertijd op focussen!
Dus meer vliegbewegingen -het is een gewenning, ik ken niet anders dan een vliegtuig overvliegt-, maar denk eerst aan logisch! infrastructuur wat vaak vergeten wordt. Kom eens achter de tekentafel vandaan dat zal ook een hoop klachten schelen!",1,0,0,0
346,"Charters verhuizen naar vliegvelden buiten de randstad, bv Lelystad en Eindhoven. Lijnvluchten blijven op Schiphol.",0,0,0,1
347,"Cijfers zeggen mij minder, dan de overlast. En de overlast is vooral in de nacht en vroege ochtend. Als er een vrachtvliegtuig 's nachts - ook nog eens extra laag met veel vermogen - overkomt, dan is dat angstig, en vervolgens maakt het je boos, en je slaapt slecht. In de vroege ochtend wordt je wakker, en je slaapt niet meer. Zo mis je net die twee extra uurtjes rust. 
Kortom: overdag heb ik niet zo'n last van de vliegtuigen. Dus dan kan denk ik het aantal nog wel hoger, zolang er maar regelmatig ook perioden van rust zijn. Vooral perioden van even geen geluid werken heilzaam. 
Maar in nacht en vroege ochtend vind ik dat het aantal vluchtend drastisch moeten verminderen.",0,0,0,1
348,"Concentreer zoveel mogelijk vliegverkeer op Schiphol. Overloop Lelystad is onzinnig: daar veel problemen voor een paar vluchten meer of minder die je op Schiphol nauwelijks merkt.
Liever Schiphol uitbreiden dus. 
MAAR MINDER NACHTVLUCHTEN. OOK MINDER AAN BEGIN EN EIND VAN DE NACHT.",1,0,0,0
349,"Concrete plannen maken voor een vliegveld elders, Schiphol ligt veel te centraal in het land wat veel overlast veroorzaakt. Qua vracht kan ik mij voorstellen dat cargo bijvoorbeeld naar de maasvlakte gaat en dat van daaruit meer logistieke lijnen naar het europese achterland gaan.
Schiphol op de huidige locatie moet verdwijnen en overgaan in een passagiershub in de Noordzee. Verder Lelystad intensiveren en daarmee het personenvervoer verdelen over Schiphol, Lelystad, Royterdam/The  hague en Eindhoven. 

Zo cre?er je dus in plaats van een centraal en druk punt in de randstad waar iedereen naartoe moet meerdere punten van vertrek buiten de randstad waarmee de drukte ook verspreid wordt.",0,0,1,0
350,"Daar de vliegtuigen steeds minder geluid produceren en het in mijn ogen belangrijk is de concurrentie met andere luchthavens niet te verliezen, zou Schiphol verder moeten kunnen groeien",1,0,0,0
351,Daar heb ik persoonlijk geen verstand van.,0,0,0,1
352,"Daar waar ik woon wordt keurig om woonlagen heen gevlogen, ik heb weinig tot geen overlast en zou een eventuele toename  in verkeer niet afkeuren. 

Een goed netwerk vertrekkend vanuit Schiphol is voor mij belangrijk, meer vluchten dragen daar aan bij. 

Voor wat betreft het milieu heb ik ook zeker geen bexwaar, eerst naar Stuttgart rijden om vervolgens langs dezelfde route terug te vliegen slaat mijns inziens nergens op.",1,0,0,0
353,Dat 500.000 vliegtuigbewegingen meer dan voldoende is.,0,0,1,0
354,"dat aantal kan niet verder groeien. het is heel raar om vliegen en alles wat daar bij hoort niet in de discussie over de CO2 uitstoot te betrekken.Alleen door vliegen veel duurder te maken en het aantal vluchten te verminderen kan er een wezenlijke bijdrage aan het verminderen van de CO2 uitstoot geleverd worden. Hoe pijnlijk ook voor de economie, de KLM en het aantal banen. We moeten verder vooruit kijken dan 4 jaar of 10 jaar.",0,0,1,0
355,"Dat aantal moet duidelijk veel minder zijn dan 500.000 i.v.m. de strijd tegen de klimaatverandering en de gezondheid van de omwonenden.
In de uitzending die Radar aan luchtkwaliteit heeft gewijd bleek duidelijk dat er bij het opstijgen van vliegtuigen enorme hoeveelheden ultrafijnstof vrijkomen. Dat stof kan veelal direct in de bloedbaan komen en overal in het lichaam ontstekingen veroorzaken. Ik voorzie t.z.t. talrijke gezondheidsclaims van de omwonenden. Zelf hoop ik aan die claims bij te kunnen dragen.",0,1,0,0
356,"Dat aantal moet gewoon zo snel mogelijk naar beneden: voor de herrie, de luchtvervuiling, het klimaat, de ultrafijnstof en al die idioten die zo nodig koffie willen gaan dringen in Zuid Spanje omdat ze van gekkigheid niet weten hoe vaak ze een goedkope vlucht moeten boeken!",0,1,0,0
357,Dat aantal moet kunnen toenemen.,1,0,0,0
358,"Dat aantal moet omlaag omdat Schiphol te dicht bij woningen ligt. De overlast voor de omwonenden neemt al jaren toe. Daarbij houdt Schiphol zich niet aan de afspraken. Alles wordt uitgedrukt in geld, terwijl het welzijn van de burgers uiteraard voor moet gaan.",0,1,0,0
359,"Dat aantal zal afnemen, vliegen wordt uiteindelijk veel duurder worden, toeslagen, duurdere brandstof en dan neemt het aantal vluchten af.",0,0,0,1
360,"Dat aantal zou minder moeten zijn dan nu het geval is .
Ik ben omwonende en vind de huidige geluidsbelasting erg hoog",0,1,0,0
361,"Dat de omvang van de vliegbewegingen na 2020 niet zou mogen toenemen. Eerder afnemen. Als bewoner van Aalsmeer (Oosteinde) heb ik de laatste jaren een aanzienlijke toename van het aantal vluchten ervaren en hiermee is ook de overlast sprongsgewijs toegenomen. Als het aantal vliegbewegingen zou toenemen, door bijvoorbeeld ook 's nachts te vliegen, zou de leefbaarheid nog meer afnemen. Ik snap dat Schiphol een enorm economisch belang heeft, maar de belangen van de omwonenden zouden ook zwaar moeten meewegen. Speciaal bij de Aalsmeerbaan die zou dicht bij het dorp Aalsmeer ligt. Bovendien stijgen de vliegtuigen niet heel snel en maken met een  relatief lage hoogte een bocht, waardoor je zeer lang geluid blijft horen. Het ene geluid is nog niet weggestorven of het andere vliegtuig komt er alweer aan. Als het aantal vliegbewegingen zou toenemen na 2020 zou dit nog een grotere belasting voor de omgeving worden. Ik zou zelfs overwegen om te verhuizen.",0,1,0,0
362,Dat deze langzaam zal groeien,1,0,0,0
363,Dat deze mag door groeien.,1,0,0,0
364,"Dat deze mag groeien. Ik denk dat we juist als Nederland een zeer goed voorbeeld kunnen zijn waarin vliegverkeer, milieu en economische belangen samen komen. Wel zullen we daarvoor creatief moeten zijn, maar dat Hollanders.",1,0,0,0
365,Dat deze moet groeien om concurrerend te blijven,1,0,0,0
366,Dat deze na 2020 weer mogen toenemen,1,0,0,0
367,Dat deze niet verder mag groeien zolang niet duidelijk is dat dit verantwoord is. In 2021 komen de resultaten van het onderzoek naar de effecten van fijnstof. Deze moeten afgewacht worden. Ik ben voorstander van investeren in goede treinverbindingen met de Europese steden die niet al te ver weg liggen. De trein is een goed alternatief voor de korte vluchten.,0,0,1,0
368,"Dat dient niet meer, eerder minder, te zijn dan nu in 2018 het geval is. In de wereld en tijd waarin wij leven is geen ruimte voor verdere verontachtzaming van vergroten van gezondheids-, klimaat- en veiligheidsrisico's. Tot nu waren bedrijfseconomische drijfveren bepalend voor de verdere groei van bedrijfsactiviteiten, zoals onder andere die van Schiphol. Het (publiek) besef is gegroeid dat deze groei niet (meer) ten koste mag gaan van de gezondheid van omwonenden en het militeu. In bepaald opzicht is Schiphol ""oude economie"" en in de afgelopen decennia gericht geweest op het eenzijdige doel: groei, groei, groei. Sustainability doelen, in breedste zin van het woord, dienen door de overheid verder gestimuleerd te worden en subsidies die tegenovergestelde doelen nastreven dienen te worden gestopt.",0,1,0,0
369,"Dat er geen belemmering onstaat op de benodigde vliegbewegingen om zo de economische belangen te waarborgen.
Voordat er een verschuiving plaats vindt naar buurlanden.",1,0,0,0
370,"Dat er meer vliegtuigbewegingen komen zal ongetwijfeld noodzakelijk zijn, als we de mobiliteit niet willen beperken.

Zolang er niet meer geluidshinder komt zou dat moeten kunnen.  Houd er rekening mee dat in de toekomst de nieuwe vliegtuigen geluidsarmer zijn.",1,0,0,0
371,Dat het aantal  vliegtuigbewegingen stabiliseert tot maximum 500.000 en niet meer,0,0,1,0
372,"Dat het aantal vliegbewegingen ook na 2020 niet meer mag toenemen c.q. uitbreiden. Aan alle kanten bereikt natuur, omgeving en mens zijn maximum. Hier moet vanuit bedrijfsleven ook rekening mee worden gehouden en naar geluisterd worden.",0,0,1,0
373,Dat het aantal vliegbewegingen op Schiphol niet mag groeien. Nee!,0,0,1,0
374,Dat het absoluut niet verder mag groeien het is nu al veels te veel!!,0,1,0,0
375,"Dat het nu al veel te veel is, Schiphol naar een andere plek moet
En absoluut niet nog meer vliegtuigbewegingen",0,0,1,0
376,"Dat het zeker niet verder mag groeien. Het maatschappelijk draagvlak daalt. Met de stijging van de CO2 op aarde, is het bijna niet denkbaar dat er mensen zijn, die het een goed idee vinden om meer luchtvervuilende vliegtuigen de lucht in te sturen en hier op willen uitbreiden. Als 35 jarige vind ik dit niet meer van deze tijd, is vliegen het nieuwe roken en zitten en zou je je ernstig achter je oren moeten krabben hoe je vind dat je de planeet achterlaat als je wel de groei van vliegbewegingen toelaat.",0,0,1,0
377,Dat hoort bij het groeien van vooruitgang,0,0,0,1
378,"Dat is al veel en veel te groot voor zowel ons milieu als onze bevolking!
Niet groeien maar terugdraaien, en flink ook!",0,1,0,0
379,"Dat is fors toegenomen en er zijn perioden dat het zeer hinderlijk is, zowel overdag als in de nacht.",0,0,0,1
380,Dat kan beter niet stijgen.,0,0,1,0
381,"Dat kan en mag niet groeien. Als bewoner van het CTA gebied merk je het elke dag: Schiphol is vol. Het is nooit meer stil. Altijd is er het geluid, en dus de overlast. Slapen met het raam open kan na 6 uur in de ochtend niet meer. Oordoppen verplicht. Het is gewoon genoeg. Schiphol moet ook gewoon gaan verhuizen. Niet naar Lelystad, maar naar de Noordzee. We zijn verdorie zulke goede ingenieurs, dat kunnen wij. Prachtige klus, duizenden banen en een moderne voorziening bouwen van en naar Schiphol in zee.
Maar het huidige Schiphol kan ?n mag echt niet meer verder groeien. Het is gewoon vol.",0,0,1,0
382,Dat kan groeien. Lucht infrastructuur is van groot belang. Groei kan ook zeker.,1,0,0,0
383,Dat mag doorgroeien. Wel is het belangrijk om in het belang van de omwonenden de aanvliegroutes te optimaliseren. D.w.z. ervoor te zorgen dat er zoveel mogelijk idle descents (dalingen met gas dicht) gedaan kunnen worden i.c.m. timed arrivals. Oftewel de vliegtuigen laten plannen om op een bepaalde tijd over een bepaald waypoint te vliegen om zo het max. aantal aankomsten te optimaliseren. Verder kan de separatie tussen vliegtuigen nog wat strakker gepland worden.,1,0,0,0
384,Dat mag niet groeien de overlast moet niet groter worden.,0,0,1,0
385,dat mag niet nog groter worden dan nu.slecht voor de gezondheid en het milieu,0,0,1,0
386,"Dat mag wat mij betreft toenemen om de goede concurrentiepositie die Nederland heeft in de luchtvaartsector te handhaven, mits de veiligheid van het vliegverkeer en de omwonenden niet in het geding komt. Dat moet absolute topprioriteit zijn.",1,0,0,0
387,Dat moet afnemen ivm uitstoot en geluidsoverlast.,0,1,0,0
388,Dat moet beperkt kunnen groeien.,1,0,0,0
389,"Dat moet drastisch omlaag. Alleen klimaatneutrale, geruisloze en emissieloze vliegtuigen mogen in de toekomst nog.",0,1,0,0
390,"Dat moet ernstig krimpen zonder dat dat gecompenseerd wordt door het gebruik van grotere vliegtuigen. 
Het is bekend dat door manipulaties van rapporten door het ministerie Schiphol zo heeft kunnen groeien tussen 1989-2009. Krimp naar het aantal vluchten van 1989 is dus wenselijk. 
Daarnaast heeft ook de WHO duidelijk aangegeven dat Schiphol zodanig veel lawaai produceert dat dat schade aan de gezondheid veroorzaakt en dat mensen er zelfs door sterven. De effecten van fijnstof en ultrafijnstof op de gezondheid zijn zeer zorgelijk.
Ook ivm de effecten van CO2 en alle non CO2 effecten van het vliegverkeer op het klimaat is krimp zeer noodzakelijk.",0,1,0,0
391,Dat moet groeien,1,0,0,0
392,"Dat moet groeien, niet alleen voor schiphol maar ook voor de Nederlandse economie.",1,0,0,0
393,Dat moet groeien. Zonder groei is uitbreiding van het aantal bestemmingen niet mogelijk. De trend is al jaren dat iedereen steeds meer zonder tussenstop wil vliegen en dat maak je mogelijk met meer bestemmingen vanaf Schiphol. Daarnaast wordt de wereld steeds rijker en daar willen we als Nederland van profiteren. Die mensen komen het makkelijkste naar Nederland via Schiphol en visa versa en ook daarvoor geldt dat er meer bestemmingen direct aan te vliegen moeten zijn. Tot slot is dit ook belangrijk voor na de brexit. Meer bedrijven naar Amsterdam halen doe je ook door het aantal verbindingen zo groot mogelijk te houden.,1,0,0,0
394,Dat moet heel snel omlaag in verband met het klimaatbeleid.,0,1,0,0
395,"Dat moet krimpen, het is al veel te veel.",0,1,0,0
396,Dat moet met de helft minder worden dan de huidige vliegbewegingen. Wanneer begint men met Schiphol in zee?,0,1,0,0
397,Dat moet minder worden. Want wil meer rust zowel overdag als in de nacht/vroege ochtend. Ook minder fijnstof. Vliegen m.a.w. duurder maken.,0,1,0,0
